SOC,SOH,Power,T,SEI_after,SEI_delta
72,1.5556,0.89474,23,1.5556005369937600E-08,53.69937598
72,1.5556,1,23,1.5556005497701600E-08,54.97701599
72,1.6667,-1,23,1.6666999999649800E-08,-0.003501985
72,1.6667,-0.89474,23,1.6666999999343200E-08,-0.006568013
72,1.6667,-0.78947,23,1.6667000000423700E-08,0.004237018
72,1.6667,-0.68421,23,1.6667000000384100E-08,0.003840997
72,1.6667,-0.57895,23,1.6666999999845600E-08,-0.001543982
72,1.6667,-0.47368,23,1.6666999999915400E-08,-0.000846007
72,1.6667,-0.36842,23,1.6666999999856100E-08,-0.001438996
72,1.6667,-0.26316,23,1.6666999998831800E-08,-0.011682007
72,1.6667,-0.15789,23,1.6667000000091900E-08,0.000918998
72,1.6667,-0.052632,23,1.6667000000018700E-08,0.000187009
72,1.6667,0.052632,23,1.6667004467339400E-08,44.67339402
72,1.6667,0.15789,23,1.6667004566452900E-08,45.66452901
72,1.6667,0.26316,23,1.6667004667735200E-08,46.67735201
72,1.6667,0.36842,23,1.6667004773028600E-08,47.730286
72,1.6667,0.47368,23,1.6667004881366900E-08,48.813669
72,1.6667,0.57895,23,1.6667004992032100E-08,49.92032102
72,1.6667,0.68421,23,1.6667005106372200E-08,51.06372199
72,1.6667,0.78947,23,1.6667005225383400E-08,52.25383402
72,1.6667,0.89474,23,1.6667005346339900E-08,53.46339899
72,1.6667,1,23,1.6667005471326100E-08,54.71326102
72,1.7778,-1,23,1.7777999999107100E-08,-0.008928985
72,1.7778,-0.89474,23,1.7778000000622000E-08,0.006220001
72,1.7778,-0.78947,23,1.7778000000284400E-08,0.002844012
72,1.7778,-0.68421,23,1.7777999999924900E-08,-0.000750981
72,1.7778,-0.57895,23,1.7778000000373500E-08,0.003735018
72,1.7778,-0.47368,23,1.7777999999784300E-08,-0.002156989
72,1.7778,-0.36842,23,1.7777999999947500E-08,-0.000524995
72,1.7778,-0.26316,23,1.7778000000044100E-08,0.00044102
72,1.7778,-0.15789,23,1.7778000000210300E-08,0.002103024
72,1.7778,-0.052632,23,1.7778000000044900E-08,0.000449027
72,1.7778,0.052632,23,1.7778004466428500E-08,44.66428501
72,1.7778,0.15789,23,1.7778004564280200E-08,45.64280202
72,1.7778,0.26316,23,1.7778004663392100E-08,46.63392103
72,1.7778,0.36842,23,1.7778004766565100E-08,47.665651
72,1.7778,0.47368,23,1.7778004871653200E-08,48.71653202
72,1.7778,0.57895,23,1.7778004980484100E-08,49.80484101
72,1.7778,0.68421,23,1.7778005091602900E-08,50.91602902
72,1.7778,0.78947,23,1.7778005207393300E-08,52.07393302
72,1.7778,0.89474,23,1.7778005325547300E-08,53.25547301
72,1.7778,1,23,1.7778005447918300E-08,54.479183
72,1.8889,-1,23,1.8888999999817500E-08,-0.001825025
72,1.8889,-0.89474,23,1.8888999999985900E-08,-0.000141018
72,1.8889,-0.78947,23,1.8889000000610600E-08,0.006105983
72,1.8889,-0.68421,23,1.8889000000523200E-08,0.005231984
72,1.8889,-0.57895,23,1.8889000000187800E-08,0.001877998
72,1.8889,-0.47368,23,1.8888999999546600E-08,-0.004534009
72,1.8889,-0.36842,23,1.8889000000104400E-08,0.001044001
72,1.8889,-0.26316,23,1.8888999999742400E-08,-0.002576006
72,1.8889,-0.15789,23,1.8888999999556600E-08,-0.004434019
72,1.8889,-0.052632,23,1.8888999999790200E-08,-0.002098028
72,1.8889,0.052632,23,1.8889004465416300E-08,44.654163
72,1.8889,0.15789,23,1.8889004560586800E-08,45.60586797
72,1.8889,0.26316,23,1.8889004658788000E-08,46.58787999
72,1.8889,0.36842,23,1.8889004760023300E-08,47.60023299
72,1.8889,0.47368,23,1.8889004862473500E-08,48.62473499
72,1.8889,0.57895,23,1.8889004968674300E-08,49.68674298
72,1.8889,0.68421,23,1.8889005078637000E-08,50.78636999
72,1.8889,0.78947,23,1.8889005191164500E-08,51.91164498
72,1.8889,0.89474,23,1.8889005305854100E-08,53.058541
72,1.8889,1,23,1.8889005425332900E-08,54.25332898
72,2,-1,23,1.9999999999156700E-08,-0.008433007
72,2,-0.89474,23,2.0000000000827800E-08,0.008277993
72,2,-0.78947,23,2.0000000000336800E-08,0.003367982
72,2,-0.68421,23,2.0000000000258900E-08,0.002589009
72,2,-0.57895,23,1.9999999999327800E-08,-0.006722001
72,2,-0.47368,23,2.0000000000120300E-08,0.001202985
72,2,-0.36842,23,2.0000000000662100E-08,0.006620985
72,2,-0.26316,23,1.9999999999733000E-08,-0.002670007
72,2,-0.15789,23,2.0000000001064400E-08,0.010643995
72,2,-0.052632,23,1.9999999999836100E-08,-0.001639009
72,2,0.052632,23,2.0000004464366300E-08,44.643663
72,2,0.15789,23,2.0000004558217800E-08,45.58217798
72,2,0.26316,23,2.0000004653944700E-08,46.53944701
72,2,0.36842,23,2.0000004752917400E-08,47.52917401
72,2,0.47368,23,2.0000004853221100E-08,48.532211
72,2,0.57895,23,2.0000004958672700E-08,49.58672698
72,2,0.68421,23,2.0000005065144900E-08,50.65144899
72,2,0.78947,23,2.0000005175053800E-08,51.75053799
72,2,0.89474,23,2.0000005288346900E-08,52.88346898
72,2,1,23,2.0000005404977900E-08,54.04977899
71,1,-1,23,9.9999999997372100E-09,-0.002627903
71,1,-0.89474,23,1.0000000000095700E-08,0.000956998
71,1,-0.78947,23,1.0000000000452100E-08,0.004521005
71,1,-0.68421,23,1.0000000000298000E-08,0.002980001
71,1,-0.57895,23,9.9999999997211700E-09,-0.00278831
71,1,-0.47368,23,9.9999999996294300E-09,-0.003705703
71,1,-0.36842,23,9.9999999999399500E-09,-0.0006005
71,1,-0.26316,23,9.9999999999359000E-09,-0.000640999
71,1,-0.15789,23,1.0000000000399500E-08,0.003995001
71,1,-0.052632,23,9.9999999998397000E-09,-0.00160301
71,1,0.052632,23,1.0000004475709100E-08,44.757091
71,1,0.15789,23,1.0000004590605400E-08,45.906054
71,1,0.26316,23,1.0000004711109600E-08,47.111096
71,1,0.36842,23,1.0000004834271500E-08,48.34271501
71,1,0.47368,23,1.0000004962825000E-08,49.62824999
71,1,0.57895,23,1.0000005095610600E-08,50.95610599
71,1,0.68421,23,1.0000005234620600E-08,52.34620599
71,1,0.78947,23,1.0000005378266200E-08,53.782662
71,1,0.89474,23,1.0000005526195900E-08,55.261959
71,1,1,23,1.0000005680584200E-08,56.805842
71,1.1111,-1,23,1.1111000000269200E-08,0.00269201
71,1.1111,-0.89474,23,1.1111000000506800E-08,0.005068003
71,1.1111,-0.78947,23,1.1110999999947600E-08,-0.000523986
71,1.1111,-0.68421,23,1.1111000000835500E-08,0.008355004
71,1.1111,-0.57895,23,1.1111000000051000E-08,0.000510006
71,1.1111,-0.47368,23,1.1111000000823200E-08,0.008232002
71,1.1111,-0.36842,23,1.1110999999896600E-08,-0.001033992
71,1.1111,-0.26316,23,1.1110999999232200E-08,-0.00767799
71,1.1111,-0.15789,23,1.1111000000217300E-08,0.002173003
71,1.1111,-0.052632,23,1.1110999999978200E-08,-0.000217995
71,1.1111,0.052632,23,1.1111004474077400E-08,44.740774
71,1.1111,0.15789,23,1.1111004585170100E-08,45.85170101
71,1.1111,0.26316,23,1.1111004702103000E-08,47.02103001
71,1.1111,0.36842,23,1.1111004820271300E-08,48.202713
71,1.1111,0.47368,23,1.1111004944748000E-08,49.44748001
71,1.1111,0.57895,23,1.1111005073291500E-08,50.73291501
71,1.1111,0.68421,23,1.1111005205596300E-08,52.055963
71,1.1111,0.78947,23,1.1111005342785300E-08,53.427853
71,1.1111,0.89474,23,1.1111005484306600E-08,54.843066
71,1.1111,1,23,1.1111005632313000E-08,56.32313
71,1.2222,-1,23,1.2222000000845100E-08,0.00845099
71,1.2222,-0.89474,23,1.2222000000424100E-08,0.004241005
71,1.2222,-0.78947,23,1.2222000000698800E-08,0.006988005
71,1.2222,-0.68421,23,1.2221999999706400E-08,-0.002935995
71,1.2222,-0.57895,23,1.2221999999693200E-08,-0.003067996
71,1.2222,-0.47368,23,1.2222000000614700E-08,0.006146994
71,1.2222,-0.36842,23,1.2222000000410300E-08,0.004102998
71,1.2222,-0.26316,23,1.2222000000953700E-08,0.009536995
71,1.2222,-0.15789,23,1.2221999999986600E-08,-0.000134003
71,1.2222,-0.052632,23,1.2221999999947600E-08,-0.000524002
71,1.2222,0.052632,23,1.2222004472145000E-08,44.72145
71,1.2222,0.15789,23,1.2222004580164300E-08,45.801643
71,1.2222,0.26316,23,1.2222004692165600E-08,46.921656
71,1.2222,0.36842,23,1.2222004807877300E-08,48.078773
71,1.2222,0.47368,23,1.2222004927042900E-08,49.270429
71,1.2222,0.57895,23,1.2222005052499300E-08,50.52499301
71,1.2222,0.68421,23,1.2222005179941700E-08,51.79941701
71,1.2222,0.78947,23,1.2222005312349600E-08,53.123496
71,1.2222,0.89474,23,1.2222005448152800E-08,54.48152799
71,1.2222,1,23,1.2222005590320900E-08,55.903209
71,1.3333,-1,23,1.3332999999477700E-08,-0.005223
71,1.3333,-0.89474,23,1.3333000000707400E-08,0.007073999
71,1.3333,-0.78947,23,1.3333000000145000E-08,0.001450015
71,1.3333,-0.68421,23,1.3332999999440700E-08,-0.005592998
71,1.3333,-0.57895,23,1.3332999999840000E-08,-0.001599999
71,1.3333,-0.47368,23,1.3332999999621700E-08,-0.003782995
71,1.3333,-0.36842,23,1.3333000000333900E-08,0.003339014
71,1.3333,-0.26316,23,1.3332999999945600E-08,-0.000543987
71,1.3333,-0.15789,23,1.3333000000977600E-08,0.009776001
71,1.3333,-0.052632,23,1.3333000000101200E-08,0.001012006
71,1.3333,0.052632,23,1.3333004470760900E-08,44.70760901
71,1.3333,0.15789,23,1.3333004575296700E-08,45.75296701
71,1.3333,0.26316,23,1.3333004684918000E-08,46.84918001
71,1.3333,0.36842,23,1.3333004796840000E-08,47.96840001
71,1.3333,0.47368,23,1.3333004913090200E-08,49.13090201
71,1.3333,0.57895,23,1.3333005033182700E-08,50.33182701
71,1.3333,0.68421,23,1.3333005157371600E-08,51.57371601
71,1.3333,0.78947,23,1.3333005285420800E-08,52.85420801
71,1.3333,0.89474,23,1.3333005416534100E-08,54.16534101
71,1.3333,1,23,1.3333005552402700E-08,55.52402701
71,1.4444,-1,23,1.4444000000241500E-08,0.002415003
71,1.4444,-0.89474,23,1.4444000000615800E-08,0.006157996
71,1.4444,-0.78947,23,1.4444000000168600E-08,0.001685993
71,1.4444,-0.68421,23,1.4443999999803600E-08,-0.001964008
71,1.4444,-0.57895,23,1.4444000000379100E-08,0.003791002
71,1.4444,-0.47368,23,1.4444000000245200E-08,0.002451995
71,1.4444,-0.36842,23,1.4444000001056400E-08,0.010564006
71,1.4444,-0.26316,23,1.4443999999928500E-08,-0.000714998
71,1.4444,-0.15789,23,1.4443999999931100E-08,-0.000689008
71,1.4444,-0.052632,23,1.4443999999996100E-08,-3.90098E-05
71,1.4444,0.052632,23,1.4444004469386100E-08,44.693861
71,1.4444,0.15789,23,1.4444004570970000E-08,45.7097
71,1.4444,0.26316,23,1.4444004677445200E-08,46.774452
71,1.4444,0.36842,23,1.4444004787702200E-08,47.877022
71,1.4444,0.47368,23,1.4444004900959300E-08,49.00959299
71,1.4444,0.57895,23,1.4444005017281700E-08,50.172817
71,1.4444,0.68421,23,1.4444005137556400E-08,51.375564
71,1.4444,0.78947,23,1.4444005261926200E-08,52.619262
71,1.4444,0.89474,23,1.4444005389249900E-08,53.892499
71,1.4444,1,23,1.4444005520582400E-08,55.20582399
71,1.5556,-1,23,1.5556000000084200E-08,0.000842004
71,1.5556,-0.89474,23,1.5556000000139000E-08,0.001389994
71,1.5556,-0.78947,23,1.5556000000537700E-08,0.005377005
71,1.5556,-0.68421,23,1.5555999999880500E-08,-0.001195011
71,1.5556,-0.57895,23,1.5555999999927100E-08,-0.000729011
71,1.5556,-0.47368,23,1.5555999999726800E-08,-0.002732012
71,1.5556,-0.36842,23,1.5556000000590400E-08,0.005903985
71,1.5556,-0.26316,23,1.5555999999731700E-08,-0.00268301
71,1.5556,-0.15789,23,1.5556000000618400E-08,0.006184002
71,1.5556,-0.052632,23,1.5556000000102600E-08,0.001026002
71,1.5556,0.052632,23,1.5556004468246100E-08,44.68246101
71,1.5556,0.15789,23,1.5556004568966000E-08,45.68965998
71,1.5556,0.26316,23,1.5556004672691600E-08,46.72691598
71,1.5556,0.36842,23,1.5556004779695700E-08,47.79695699
71,1.5556,0.47368,23,1.5556004889660400E-08,48.89660401
71,1.5556,0.57895,23,1.5556005002882000E-08,50.02881998
71,1.5556,0.68421,23,1.5556005120351400E-08,51.20351399
71,1.5556,0.78947,23,1.5556005240359600E-08,52.403596
71,1.5556,0.89474,23,1.5556005365174300E-08,53.65174298
71,1.5556,1,23,1.5556005492801800E-08,54.92801798
71,1.6667,-1,23,1.6667000000220100E-08,0.002200995
71,1.6667,-0.89474,23,1.6667000000642200E-08,0.006421999
71,1.6667,-0.78947,23,1.6667000000353300E-08,0.003532988
71,1.6667,-0.68421,23,1.6666999999702200E-08,-0.002977983
71,1.6667,-0.57895,23,1.6667000000659500E-08,0.006595012
71,1.6667,-0.47368,23,1.6667000000339100E-08,0.00339101
71,1.6667,-0.36842,23,1.6667000000017100E-08,0.000170995
71,1.6667,-0.26316,23,1.6667000000264200E-08,0.002642015
71,1.6667,-0.15789,23,1.6667000000633800E-08,0.00633799
71,1.6667,-0.052632,23,1.6667000000064600E-08,0.000645995
71,1.6667,0.052632,23,1.6667004467152700E-08,44.67152701
71,1.6667,0.15789,23,1.6667004565347100E-08,45.65347099
71,1.6667,0.26316,23,1.6667004666559400E-08,46.665594
71,1.6667,0.36842,23,1.6667004771300900E-08,47.71300901
71,1.6667,0.47368,23,1.6667004879706900E-08,48.797069
71,1.6667,0.57895,23,1.6667004990229100E-08,49.90229099
71,1.6667,0.68421,23,1.6667005103430800E-08,51.03430801
71,1.6667,0.78947,23,1.6667005221698600E-08,52.216986
71,1.6667,0.89474,23,1.6667005342211800E-08,53.42211801
71,1.6667,1,23,1.6667005466398000E-08,54.66398001
71,1.7778,-1,23,1.7777999999387500E-08,-0.006124975
71,1.7778,-0.89474,23,1.7777999999721000E-08,-0.002789981
71,1.7778,-0.78947,23,1.7778000000528300E-08,0.005283004
71,1.7778,-0.68421,23,#N/A,#N/A
71,1.7778,-0.57895,23,1.7778000000206000E-08,0.002060011
71,1.7778,-0.47368,23,1.7778000000950400E-08,0.009504007
71,1.7778,-0.36842,23,1.7778000000025200E-08,0.000252025
71,1.7778,-0.26316,23,1.7777999999526500E-08,-0.00473498
71,1.7778,-0.15789,23,1.7778000000537000E-08,0.005370023
71,1.7778,-0.052632,23,1.7778000000049500E-08,0.000495018
71,1.7778,0.052632,23,1.7778004466251800E-08,44.66251802
71,1.7778,0.15789,23,1.7778004562665100E-08,45.62665102
71,1.7778,0.26316,23,1.7778004662489200E-08,46.62489202
71,1.7778,0.36842,23,1.7778004765092000E-08,47.65092
71,1.7778,0.47368,23,1.7778004869773900E-08,48.69773901
71,1.7778,0.57895,23,1.7778004978222500E-08,49.782225
71,1.7778,0.68421,23,1.7778005089950200E-08,50.89950202
71,1.7778,0.78947,23,1.7778005204096900E-08,52.04096902
71,1.7778,0.89474,23,1.7778005322169200E-08,53.22169201
71,1.7778,1,23,1.7778005444605300E-08,54.44605303
71,1.8889,-1,23,1.8888999999888100E-08,-0.00111901
71,1.8889,-0.89474,23,1.8889000000608400E-08,0.00608398
71,1.8889,-0.78947,23,1.8889000000110700E-08,0.001106999
71,1.8889,-0.68421,23,1.8888999999620400E-08,-0.003795998
71,1.8889,-0.57895,23,1.8889000000132700E-08,0.001326996
71,1.8889,-0.47368,23,1.8889000000411300E-08,0.004112974
71,1.8889,-0.36842,23,1.8889000000492300E-08,0.004922982
71,1.8889,-0.26316,23,1.8889000000156100E-08,0.001560989
71,1.8889,-0.15789,23,1.8888999999660800E-08,-0.003392003
71,1.8889,-0.052632,23,1.8888999999873100E-08,-0.001269027
71,1.8889,0.052632,23,1.8889004465398900E-08,44.65398899
71,1.8889,0.15789,23,1.8889004559921800E-08,45.59921797
71,1.8889,0.26316,23,1.8889004658559500E-08,46.58559499
71,1.8889,0.36842,23,1.8889004757946800E-08,47.57946798
71,1.8889,0.47368,23,1.8889004862146900E-08,48.62146898
71,1.8889,0.57895,23,1.8889004968199400E-08,49.681994
71,1.8889,0.68421,23,1.8889005077047500E-08,50.77047498
71,1.8889,0.78947,23,1.8889005189547400E-08,51.895474
71,1.8889,0.89474,23,1.8889005304501400E-08,53.04501398
71,1.8889,1,23,1.8889005421864300E-08,54.21864298
71,2,-1,23,2.0000000000045800E-08,0.000457993
71,2,-0.89474,23,1.9999999999167500E-08,-0.00832501
71,2,-0.78947,23,1.9999999999663400E-08,-0.003365996
71,2,-0.68421,23,2.0000000000260700E-08,0.002607009
71,2,-0.57895,23,1.9999999999767100E-08,-0.00232901
71,2,-0.47368,23,1.9999999999641600E-08,-0.003584008
71,2,-0.36842,23,2.0000000000983000E-08,0.009829983
71,2,-0.26316,23,1.9999999999270200E-08,-0.007298016
71,2,-0.15789,23,1.9999999999942300E-08,-0.000577008
71,2,-0.052632,23,1.9999999999997400E-08,-2.60066E-05
71,2,0.052632,23,2.0000004464330700E-08,44.64330701
71,2,0.15789,23,2.0000004556697300E-08,45.56697298
71,2,0.26316,23,2.0000004653901800E-08,46.539018
71,2,0.36842,23,2.0000004752616700E-08,47.52616701
71,2,0.47368,23,2.0000004854315600E-08,48.54315599
71,2,0.57895,23,2.0000004957462900E-08,49.574629
71,2,0.68421,23,2.0000005064518000E-08,50.64517998
71,2,0.78947,23,2.0000005174016300E-08,51.740163
71,2,0.89474,23,2.0000005286356700E-08,52.86356698
71,2,1,23,2.0000005402115200E-08,54.02115199
70,1,-1,23,1.0000000000145800E-08,0.001458005
70,1,-0.89474,23,9.9999999996346500E-09,-0.003653508
70,1,-0.78947,23,9.9999999999080200E-09,-0.000919808
70,1,-0.68421,23,1.0000000000630300E-08,0.006303
70,1,-0.57895,23,9.9999999997812300E-09,-0.002187694
70,1,-0.47368,23,1.0000000000263600E-08,0.002635993
70,1,-0.36842,23,9.9999999996582500E-09,-0.003417497
70,1,-0.26316,23,9.9999999999210500E-09,-0.000789494
70,1,-0.15789,23,9.9999999994925900E-09,-0.005074108
70,1,-0.052632,23,9.9999999999320500E-09,-0.000679496
70,1,0.052632,23,1.0000004475086300E-08,44.75086299
70,1,0.15789,23,1.0000004588251400E-08,45.882514
70,1,0.26316,23,1.0000004707323700E-08,47.073237
70,1,0.36842,23,1.0000004829976700E-08,48.29976699
70,1,0.47368,23,1.0000004956829100E-08,49.568291
70,1,0.57895,23,1.0000005088337100E-08,50.88337099
70,1,0.68421,23,1.0000005226012000E-08,52.26012
70,1,0.78947,23,1.0000005366563400E-08,53.66563399
70,1,0.89474,23,1.0000005513511500E-08,55.13511499
70,1,1,23,1.0000005665029300E-08,56.650293
70,1.1111,-1,23,1.1110999999879100E-08,-0.001208991
70,1.1111,-0.89474,23,1.1111000000116100E-08,0.001161014
70,1.1111,-0.78947,23,1.1111000001267600E-08,0.012676013
70,1.1111,-0.68421,23,1.1110999999349100E-08,-0.006509002
70,1.1111,-0.57895,23,1.1110999999890900E-08,-0.001091002
70,1.1111,-0.47368,23,1.1110999999805700E-08,-0.001942998
70,1.1111,-0.36842,23,1.1110999999553200E-08,-0.004468
70,1.1111,-0.26316,23,1.1110999999549500E-08,-0.004504991
70,1.1111,-0.15789,23,1.1111000000496600E-08,0.004966012
70,1.1111,-0.052632,23,1.1110999999965600E-08,-0.000343991
70,1.1111,0.052632,23,1.1111004473354100E-08,44.733541
70,1.1111,0.15789,23,1.1111004583011000E-08,45.83011
70,1.1111,0.26316,23,1.1111004698352800E-08,46.983528
70,1.1111,0.36842,23,1.1111004817554000E-08,48.17554
70,1.1111,0.47368,23,1.1111004939501400E-08,49.39501401
70,1.1111,0.57895,23,1.1111005067181200E-08,50.67181201
70,1.1111,0.68421,23,1.1111005198273300E-08,51.982733
70,1.1111,0.78947,23,1.1111005334507500E-08,53.345075
70,1.1111,0.89474,23,1.1111005475624500E-08,54.75624501
70,1.1111,1,23,1.1111005619896400E-08,56.198964
70,1.2222,-1,23,1.2221999999602100E-08,-0.003979003
70,1.2222,-0.89474,23,1.2222000000647800E-08,0.006477999
70,1.2222,-0.78947,23,1.2221999999339500E-08,-0.006605004
70,1.2222,-0.68421,23,1.2221999999515300E-08,-0.004846997
70,1.2222,-0.57895,23,1.2222000000042500E-08,0.000425005
70,1.2222,-0.47368,23,1.2221999999735000E-08,-0.002650005
70,1.2222,-0.36842,23,1.2221999999570300E-08,-0.004297005
70,1.2222,-0.26316,23,1.2221999999391100E-08,-0.006089009
70,1.2222,-0.15789,23,1.2222000000459600E-08,0.004595997
70,1.2222,-0.052632,23,1.2221999999891400E-08,-0.001086005
70,1.2222,0.052632,23,1.2222004471788300E-08,44.717883
70,1.2222,0.15789,23,1.2222004579804900E-08,45.798049
70,1.2222,0.26316,23,1.2222004690159000E-08,46.90158999
70,1.2222,0.36842,23,1.2222004805240400E-08,48.05240399
70,1.2222,0.47368,23,1.2222004924265000E-08,49.24264999
70,1.2222,0.57895,23,1.2222005047096800E-08,50.470968
70,1.2222,0.68421,23,1.2222005173752400E-08,51.73752399
70,1.2222,0.78947,23,1.2222005304757600E-08,53.047576
70,1.2222,0.89474,23,1.2222005440766300E-08,54.407663
70,1.2222,1,23,1.2222005579909200E-08,55.79909199
70,1.3333,-1,23,1.3333000000145500E-08,0.001455011
70,1.3333,-0.89474,23,1.3333000000179000E-08,0.001790002
70,1.3333,-0.78947,23,1.3333000000181400E-08,0.001814007
70,1.3333,-0.68421,23,1.3333000000596000E-08,0.005960002
70,1.3333,-0.57895,23,1.3333000000706300E-08,0.007063014
70,1.3333,-0.47368,23,1.3333000000501200E-08,0.005012003
70,1.3333,-0.36842,23,1.3332999999425200E-08,-0.005747995
70,1.3333,-0.26316,23,1.3333000000828600E-08,0.008286001
70,1.3333,-0.15789,23,1.3332999999653200E-08,-0.003467988
70,1.3333,-0.052632,23,1.3332999999948400E-08,-0.000515995
70,1.3333,0.052632,23,1.3333004470458100E-08,44.70458101
70,1.3333,0.15789,23,1.3333004575566600E-08,45.755666
70,1.3333,0.26316,23,1.3333004683714600E-08,46.837146
70,1.3333,0.36842,23,1.3333004795134200E-08,47.95134201
70,1.3333,0.47368,23,1.3333004910403400E-08,49.10403401
70,1.3333,0.57895,23,1.3333005029632900E-08,50.296329
70,1.3333,0.68421,23,1.3333005152488600E-08,51.524886
70,1.3333,0.78947,23,1.3333005279163900E-08,52.79163901
70,1.3333,0.89474,23,1.3333005410217600E-08,54.10217601
70,1.3333,1,23,1.3333005545665100E-08,55.45665101
70,1.4444,-1,23,1.4444000000522800E-08,0.005227997
70,1.4444,-0.89474,23,1.4443999999646800E-08,-0.003531995
70,1.4444,-0.78947,23,1.4443999999400600E-08,-0.005993999
70,1.4444,-0.68421,23,1.4443999999579300E-08,-0.004207008
70,1.4444,-0.57895,23,1.4444000000210300E-08,0.002102991
70,1.4444,-0.47368,23,1.4443999999729000E-08,-0.002710009
70,1.4444,-0.36842,23,1.4444000000790700E-08,0.007907003
70,1.4444,-0.26316,23,1.4444000000591500E-08,0.005915003
70,1.4444,-0.15789,23,1.4443999999368300E-08,-0.006316996
70,1.4444,-0.052632,23,1.4443999999948700E-08,-0.000513001
70,1.4444,0.052632,23,1.4444004469285800E-08,44.69285799
70,1.4444,0.15789,23,1.4444004571225500E-08,45.712255
70,1.4444,0.26316,23,1.4444004677044000E-08,46.77043999
70,1.4444,0.36842,23,1.4444004786035600E-08,47.860356
70,1.4444,0.47368,23,1.4444004897774900E-08,48.97774901
70,1.4444,0.57895,23,1.4444005013811100E-08,50.138111
70,1.4444,0.68421,23,1.4444005132927900E-08,51.329279
70,1.4444,0.78947,23,1.4444005256659600E-08,52.56659601
70,1.4444,0.89474,23,1.4444005383718700E-08,53.837187
70,1.4444,1,23,1.4444005514785700E-08,55.147857
70,1.5556,-1,23,1.5556000000145500E-08,0.001455011
70,1.5556,-0.89474,23,1.5556000000097600E-08,0.000976007
70,1.5556,-0.78947,23,1.5556000000705000E-08,0.007049994
70,1.5556,-0.68421,23,1.5556000000102300E-08,0.001022991
70,1.5556,-0.57895,23,1.5556000000092600E-08,0.000925979
70,1.5556,-0.47368,23,1.5555999999988800E-08,-0.000112
70,1.5556,-0.36842,23,1.5556000000694600E-08,0.006946001
70,1.5556,-0.26316,23,1.5556000000691700E-08,0.006916984
70,1.5556,-0.15789,23,1.5556000000473400E-08,0.004733988
70,1.5556,-0.052632,23,1.5555999999951600E-08,-0.000484
70,1.5556,0.052632,23,1.5556004468089000E-08,44.68089
70,1.5556,0.15789,23,1.5556004567663600E-08,45.67663599
70,1.5556,0.26316,23,1.5556004671677700E-08,46.716777
70,1.5556,0.36842,23,1.5556004778106500E-08,47.78106499
70,1.5556,0.47368,23,1.5556004887072800E-08,48.87072798
70,1.5556,0.57895,23,1.5556005000094900E-08,50.00094899
70,1.5556,0.68421,23,1.5556005116807000E-08,51.16807
70,1.5556,0.78947,23,1.5556005236311100E-08,52.363111
70,1.5556,0.89474,23,1.5556005359960800E-08,53.59960801
70,1.5556,1,23,1.5556005487137500E-08,54.871375
70,1.6667,-1,23,1.6666999999307500E-08,-0.006924991
70,1.6667,-0.89474,23,1.6667000000524900E-08,0.00524899
70,1.6667,-0.78947,23,1.6666999999985700E-08,-0.000143003
70,1.6667,-0.68421,23,1.6666999999172300E-08,-0.008277001
70,1.6667,-0.57895,23,1.6667000000306400E-08,0.003064009
70,1.6667,-0.47368,23,1.6667000000535800E-08,0.005358013
70,1.6667,-0.36842,23,1.6666999999848600E-08,-0.001514005
70,1.6667,-0.26316,23,1.6666999999481200E-08,-0.005188011
70,1.6667,-0.15789,23,1.6667000000641800E-08,0.006417995
70,1.6667,-0.052632,23,1.6666999999929200E-08,-0.000708
70,1.6667,0.052632,23,1.6667004466979800E-08,44.669798
70,1.6667,0.15789,23,1.6667004565580100E-08,45.655801
70,1.6667,0.26316,23,1.6667004666505500E-08,46.66505501
70,1.6667,0.36842,23,1.6667004770837100E-08,47.70837101
70,1.6667,0.47368,23,1.6667004877790000E-08,48.77790002
70,1.6667,0.57895,23,1.6667004988576400E-08,49.88576399
70,1.6667,0.68421,23,1.6667005102215800E-08,51.02215802
70,1.6667,0.78947,23,1.6667005218243400E-08,52.18243401
70,1.6667,0.89474,23,1.6667005338651000E-08,53.38651
70,1.6667,1,23,1.6667005462559600E-08,54.62559602
70,1.7778,-1,23,1.7778000000061900E-08,0.000618996
70,1.7778,-0.89474,23,1.7777999999347800E-08,-0.006521988
70,1.7778,-0.78947,23,1.7778000000291900E-08,0.002919021
70,1.7778,-0.68421,23,1.7778000000866400E-08,0.008664022
70,1.7778,-0.57895,23,1.7778000000135100E-08,0.001351018
70,1.7778,-0.47368,23,1.7778000000474300E-08,0.004743021
70,1.7778,-0.36842,23,1.7778000000032400E-08,0.000324023
70,1.7778,-0.26316,23,1.7778000000302600E-08,0.003026025
70,1.7778,-0.15789,23,1.7777999999375700E-08,-0.006242997
70,1.7778,-0.052632,23,1.7778000000085100E-08,0.000851003
70,1.7778,0.052632,23,1.7778004466090900E-08,44.66090902
70,1.7778,0.15789,23,1.7778004562720300E-08,45.62720301
70,1.7778,0.26316,23,1.7778004661936400E-08,46.61936401
70,1.7778,0.36842,23,1.7778004763991300E-08,47.63991301
70,1.7778,0.47368,23,1.7778004869195200E-08,48.69195202
70,1.7778,0.57895,23,1.7778004976873200E-08,49.768732
70,1.7778,0.68421,23,1.7778005088907300E-08,50.88907303
70,1.7778,0.78947,23,1.7778005202286700E-08,52.02286703
70,1.7778,0.89474,23,1.7778005320028200E-08,53.200282
